,overall,style,reviewText,summary
561,2,{'Format:': ' Amazon Video'},"['many', 'times', 'movie', 'jaw', 'dropped', 'stupidity', 'typical', 'argument', 'defense', 'film', 'like', 'course', 'stupid', 'action', 'movie', 'yes', 'even', 'good', 'action', 'movies', 'tend', 'stupid', 'one', 'though', 'stupid', 'nothing', 'recommend', 'patriotism', 'simplistic', 'insipid', 'insulting', 'plot', 'trash', 'characters', 'trash', 'action', 'trash', 'movie', 'even', 'make', 'sense', 'within', 'reality', 'suspension', 'disbelief', 'fails', 'awful', 'awful', 'film', 'kind', 'movie', 'makes', 'look', 'suspiciously', 'anyone', 'thought', 'good', 'wish', 'star', 'option']","""Of course it's stupid. It's an action movie."""
562,2,{'Format:': ' Amazon Video'},"['short', 'plot', 'long', 'violence', 'sake', 'disappointed', 'way', 'ended', 'never', 'getting', 'harrison', 'ford', 'terra', 'firma', 'memorable', 'line', 'get', 'plane', 'warrant', 'rating', 'higher', 'two', 'stars', 'enough', 'make', 'worth', 'watching', 'third', 'time', 'watched', 'twice', 'see', 'might', 'missed', 'enjoyment', 'cast', 'wendy', 'crewson', 'one', 'canada', 'greatest', 'actresses', 'first', 'lady', 'gave', 'nothing', 'cower', 'corner', 'acting', 'timid', 'glenn', 'close', 'vice', 'president', 'commendable', 'choice', 'bowed', 'men', 'even', 'discussion', '25th', 'amendment', 'lacked', 'anticipation', 'one', 'might', 'expect', 'given', 'situation', 'film', 'cast', 'w', 'greatest', 'talents', 'bad', 'let', 'feel', 'weak', 'script']",Violence For Its Own Sake.
563,2,{'Format:': ' Amazon Video'},"['old', 'script', 'president', 'takes', 'terrorists', 'entertaining', 'want', 'complete', 'fantasy', 'amercan', 'hero', 'wrong']",Same Old Thing
564,1,{'Format:': ' Amazon Video'},"['heap', 'steaming', 'dung']",One Star
565,2,{'Format:': ' DVD'},"['worship', 'altar', 'evil', 'incarnate', 'gary', 'oldman', 'ok', 'given', 'immortal', 'beloved', 'venture', 'went', 'type', 'represents', 'zenith', 'scare', 'tactics', 'even', 'insipid', 'actors', 'harrison', 'ford', 'tell', 'know', 'hit', 'eyes', 'realllly', 'bugged', 'strangleholds', 'oldman', 'ford', 'real', 'pain', 'fear', 'cheering', 'finally', 'real', 'emotion', 'one', 'noter', 'dialogue', 'worth', 'mentioning', 'reference', 'killing', '100k', 'iraqis', 'affect', 'pump', 'price', 'reductions', 'sentimental', 'usa', 'way', 'notion', 'would', 'fall', 'deaf', 'ears', 'today', 'given', 'lowest', 'ratings', 'leadership', 'confident', 'would', 'overjoyed', 'huge', 'military', 'base', 'china', 'near', 'los', 'angeles', 'approximately', '800', 'known', 'bases', 'around', 'world', 'kinda', 'democracy', 'imho', 'discover', 'fax', 'lady', 'awarded', 'postmaster', 'general', 'sending', '3line', 'fax', 'loves', 'skydiving', 'believe', 'honor', 'would', 'best', 'bestowed', 'president', 'daughter', 'control', 'another', 'astute', 'observation', 'russian', 'actors', 'sure', 'good', 'looking', 'hard', 'view', 'enemies', 'even', 'work', 'however', 'enough', 'savage', 'cunning', '53yo', 'president', 'kicked', 'nam', '30', 'years', 'prior', 'respect', 'director', 'projects', 'e', 'das', 'boot', 'unclear', 'would', 'accept', 'dirge', 'gratuitous', 'name', 'consequently', 'hilarity', 'ensues', 'many', 'hits', 'misses', 'conceivable', 'congrats', 'hollywood', 'ps', 'could', 'believe', 'president', 'wife', 'looked', 'sounded', 'like', 'sharon', 'stone']","The ""A"" Team: Gary Oldman and the FAX Lady!"
567,1,{'Format:': ' Amazon Video'},"['wife', 'really', 'really', 'wanted', 'see', 'guess', 'sudden', 'overwhelming', 'urge', 'revisit', 'childhood', 'anyway', 'grown', 'man', 'never', 'type', 'music', 'even', 'make', 'past', 'first', '15', 'minutes', 'felt', 'like', 'epic', 'struggle', 'last', 'long']",Hated it!
568,2,{'Format:': ' DVD'},"['tired', 'movies', 'individuality', 'even', 'try', 'attempt', 'something', 'remotely', 'original', 'seems', 'casting', 'decisions', 'many', 'times', 'need', 'see', 'gary', 'oldman', 'play', 'creepy', 'villain', 'honestly', 'many', 'times', 'need', 'see', 'harrison', 'ford', 'play', 'presidential', 'figure', 'sort', 'even', 'glenn', 'close', 'gets', 'type', 'casted', 'women', 'wish', 'powerful', 'men', 'roles', 'big', 'issue', 'air', 'force', 'one', 'nothing', 'original', 'story', 'preposterous', 'pretty', 'straightforward', 'real', 'stimulation', 'make', 'lot', 'sense', 'yet', 'forgivable', 'action', 'fluff', 'part', 'really', 'action', 'scenes', 'effective', 'visuals', 'nicely', 'constructed', 'tension', 'live', 'upon', 'multiple', 'viewings', 'really', 'film', 'redundant', 'basically', 'everything', 'worth', 'watching']",Once is enough for a film that everyone has seen a thousand times before...
569,2,{'Format:': ' DVD'},"['decided', 'write', 'plot', 'boring', 'although', 'expert', 'president', 'plane', 'bit', 'security', 'mean', 'president', 'talking', 'everything', 'movie', 'seems', 'pat', 'set', 'always', 'going', 'surprise', 'guess', 'going', 'yes', 'harrison', 'ford', 'president', 'going', 'kick', 'bother', 'anyone', 'movie', 'screams', 'hollywood', 'follows', 'faithfully', 'scary', 'real', 'life', 'trying', 'portray', 'would', 'president', 'jump', 'falling', 'plane', 'try', 'save', 'rogue', 'commander', 'numerous', 'things', 'never', 'stop', 'happening', 'maybe', 'maybe', 'obviously', 'air', 'force', 'one', 'superman', 'able', 'things', 'air', 'force', 'one', 'needs', 'come', 'clouds', 'reality', 'shot', 'movie', 'rather', 'decent', 'action', 'thriller', 'action', 'mind', 'fans', 'harrison', 'ford', 'apreciate', 'superhuman', 'role', 'saying']",Who thought this movie up?
570,2,{'Format:': ' DVD'},"['beatles', 'nbsp', 'data', 'hook', 'product', 'link', 'linked', 'class', 'link', 'normal', 'href', 'done', 'dp', 'b0000542d2', 'ref', 'cm', 'cr', 'arp', 'rvw', 'txt', 'ie', 'utf8', 'done', 'mean', 'spice', 'girls', 'heavy', 'risk', 'music', 'artists', 'sell', 'name', 'big', 'screen', 'believe', 'nbsp', 'data', 'hook', 'product', 'link', 'linked', 'class', 'link', 'normal', 'href', 'could', 'go', 'wrong', 'dp', '6302261589', 'ref', 'cm', 'cr', 'arp', 'rvw', 'txt', 'ie', 'utf8', 'could', 'go', 'wrong', 'make', 'okay', 'bio', 'pics', 'played', 'safe', 'make', 'concert', 'movie', 'spice', 'world', 'took', 'completely', 'alternate', 'step', 'spice', 'girls', 'power', 'hour', 'lot', 'zany', 'antics', 'occur', 'nothing', 'makes', 'sense', 'might', 'completely', 'biased', 'movie', 'much', 'like', 'unholy', 'memories', 'tom', 'green', 'spice', 'girls', 'also', 'devistating', 'memory', 'youth', 'thing', 'used', 'like', 'tom', 'green', 'strongly', 'indifferent', 'girl', 'band', 'middle', 'school', 'years', 'surround', 'many', 'fangirls', 'support', 'group', 'play', 'music', 'loudly', 'constantly', 'butt', 'ongoing', 'ridicule', 'made', 'simple', 'comment', 'ginger', 'spice', 'cute', 'geri', 'haliwell', 'still', 'looks', 'pretty', 'good', 'adolescent', 'years', 'damaged', 'band', 'reopening', 'mental', 'wound', 'lead', 'personal', 'spite', 'objective', 'things', 'legitimately', 'castrate', 'movie', 'biggest', 'problem', 'movie', 'aimless', 'spice', 'girls', 'setting', 'concert', 'convenient', 'pregnant', 'best', 'friend', 'chat', 'agent', 'pushing', 'work', 'hard', 'fun', 'tabloit', 'journalist', 'hired', 'sleazy', 'paparazzo', 'tarnish', 'band', 'bored', 'everything', 'else', 'practically', 'plotless', 'random', 'scenarios', 'segue', 'random', 'scenarios', 'sing', 'different', 'places', 'meet', 'celebrity', 'cameos', 'go', 'photo', 'shoot', 'two', 'american', 'studio', 'execs', 'pitching', 'spice', 'girls', 'movie', 'blue', 'ride', 'sport', 'boats', 'contest', 'winning', 'fangirls', 'military', 'dance', 'camp', 'stern', 'gestappo', 'instructor', 'discovered', 'alien', 'race', 'loved', 'music', 'connection', 'scenarios', 'randomness', 'goofball', 'situations', 'akin', 'family', 'guy', 'also', 'means', 'situations', 'practically', 'idiotic', 'direction', 'wordy', 'whenever', 'girls', 'run', 'months', 'stuff', 'pre', 'teens', 'would', 'get', 'hide', 'fact', 'spice', 'girls', 'acting', 'talent', 'rest', 'actors', 'completely', 'bonkers', 'agent', 'acts', 'like', 'ari', 'gold', 'popped', 'speed', 'drank', 'pack', 'red', 'bull', 'tabloit', 'guy', 'pontifically', 'british', 'studio', 'execs', 'desperately', 'perverse', 'pitch', 'worst', 'ideas', 'ever', 'film', 'almost', 'like', 'parallel', 'film', 'execs', 'even', 'ripped', 'idea', 'show', 'pilot', 'pulp', 'fiction', 'spice', 'force', 'five', 'get', 'neither', 'funny', 'pretentious', 'much', 'like', 'movie', 'gags', 'biased', 'film', 'audience', 'audience', 'young', 'impressionable', 'girls', 'loved', 'band', 'songs', 'movie', 'understood', 'intended', 'audience', 'spice', 'girls', 'went', 'club', 'let', 'pregnant', 'friend', 'drink', 'alcohol', 'wear', 'revealing', 'outfits', 'alien', 'nearly', 'copped', 'feel', 'scary', 'spice', 'agent', 'threatened', 'hang', 'live', 'concert', 'band', 'show', 'seriously', 'audience', 'movie', 'limited', 'point', 'long', 'movie', 'release', 'ginger', 'spice', 'followed', 'independent', 'example', 'left', 'band', 'cause', 'foundation', 'crumble', 'fans', 'move', 'could', 'say', 'spice', 'girls', 'gone', 'good', 'counting', 'world', 'tour', 'stunt', 'years', 'back', 'lasted', 'week', 'something', 'life', 'funny', 'way', 'turning', 'things', 'around', 'new', 'kids', 'block', 'manage', 'get', 'together', 'nbsp', 'data', 'hook', 'product', 'link', 'linked', 'class', 'link', 'normal', 'href', 'release', 'album', 'long', 'ago', 'dp', 'b001ln2w38', 'ref', 'cm', 'cr', 'arp', 'rvw', 'txt', 'ie', 'utf8', 'release', 'album', 'long', 'ago', 'possible', 'girl', 'group', 'would', 'rekindle', 'friendship', 'regardless', 'movie', 'nonsensical', 'publicity', 'stunt']",Girls Gone Random
571,2,{'Format:': ' DVD'},"['britain', 'circa', '1997', 'tony', 'blair', 'elected', 'p', 'princess', 'di', 'perishes', 'spice', 'girls', 'unleashed', 'unsuspecting', 'public', 'effort', 'attempt', 'cash', 'phenomenon', 'fickle', 'populace', 'turns', 'attention', 'next', 'best', 'thing', 'fair', 'girls', 'blame', 'tedious', 'flick', 'rather', 'appealing', 'prove', 'film', 'lone', 'redeeming', 'factor', 'fault', 'lies', 'script', 'tries', 'spice', 'girls', 'hard', 'days', 'night', 'beatles', 'whereas', 'fab', 'four', 'film', 'full', 'wit', 'cogent', 'commentary', 'beatlemania', 'flick', 'unfunny', 'basically', 'incoherent', 'trying', 'say', 'spice', 'craze', 'reminded', 'monkees', 'head', 'hard', 'days', 'night', 'lots', 'celeb', 'cameos', 'roger', 'moore', 'elton', 'john', 'et', 'al', 'amount', 'naught', 'oh', 'well', 'justin', 'kelly']",Cruel Brittania
572,2,{'Format:': ' DVD'},"['bought', 'dvd', 'oct', '05', 'someone', 'ia', 'fan', 'b', 'day', 'last', 'week', 'mortified', 'pissed', 'even', 'though', 'still', 'advertised', '1', '85', '1', 'dic', '1', '33', '1', 'personally', 'care', 'little', 'girl', 'shattered', 'false', 'advertising', 'edd', 'kerr', 'iegolden', 'shaw', 'ca']",Sour taste - FULLSCREEN ONLY!! CAVEAT EMPTOR!
573,2,{'Format:': ' DVD'},"['dvd', 'average', 'could', 'even', 'watch', 'whole', 'thing', 'seems', 'totally', 'dated']",below average
574,2,{'Format:': ' DVD'},"['still', 'understand', 'everybody', 'seems', 'love', 'air', 'force', 'one', 'much', 'first', 'ground', 'based', 'subplot', 'glenn', 'close', 'vice', 'president', 'boring', 'detracts', 'movie', 'momentum', 'also', 'kind', 'interesting', 'evil', 'secret', 'service', 'agent', 'tries', 'kill', 'harrison', 'ford', 'end', 'even', 'though', 'none', 'villains', 'left', 'expose', 'could', 'walk', 'away', 'without', 'ever', 'suspected', 'scene', 'actually', 'explained', 'guy', 'betraying', 'president', 'thanks', 'boneheaded', 'editing', 'cut', 'movie', 'character', 'reduced', 'another', 'stock', 'villain', 'addition', 'almost', 'action', 'sequences', 'sick', 'mockeries', 'reality', 'granted', 'sort', 'go', 'along', 'much', 'random', 'automatic', 'gunfire', 'airplane', 'without', 'losing', 'cabin', 'pressure', 'ridiculous', 'characters', 'stand', 'next', 'big', 'open', 'hatch', 'without', 'getting', 'sucked', 'sky', 'hair', 'blows', 'wind', 'like', 'standing', 'front', 'movie', 'studio', 'fan', 'unintentionally', 'funny', 'moment', 'plane', 'crashes', 'whole', 'shot', 'one', 'awful', 'cg', 'effects', 'seen', 'big', 'studio', 'movie', 'pathetic', 'kind', 'sad', 'understand', 'film', 'successful', 'popular', 'especially', 'since', 'seen', 'much', 'better', 'action', 'movies', 'directors', 'like', 'james', 'cameron', 'john', 'mctiernan', 'cameron', 'could', 'make', 'better', 'movie', 'standing', 'head', 'sure', 'dvd', 'nice', 'way', 'show', 'sound', 'system', 'something', 'seriously', 'wrong', 'consider', 'reason', 'enough', 'go', 'buy', 'movie']","Average, overrated action movie (mild spoilers)"
575,2,{'Format:': ' VHS Tape'},"['grand', 'attempt', 'instill', 'healthy', 'dose', 'national', 'fear', 'glory', 'days', 'booming', 'economy', 'virtual', 'peace', 'air', 'force', 'one', 'puts', 'harrison', 'ford', 'good', 'guy', 'type', 'role', 'left', 'play', 'dream', 'president', 'u', 'afo', 'like', 'clancy', 'based', 'political', 'actioners', 'technically', 'pretty', 'snazzy', 'also', 'suffers', 'ham', 'fisted', 'arrogance', 'mean', 'would', 'thought', 'actually', 'see', 'movie', 'prez', 'becomes', 'super', 'dude', 'bilbo', 'clinton', 'would', 'need', 'cut', 'cheeseburgers', 'lose', 'gray', 'run', 'four', 'million', 'laps', 'around', 'white', 'house', 'task', 'minor', 'cleverness', 'afo', 'stems', 'director', 'wolfgang', 'peterson', 'ability', 'set', 'unbelievable', 'situation', 'squarely', 'realm', 'possible', 'kind', 'sometimes', 'works', 'apple', 'pie', 'propaganda', 'gets', 'pretty', 'gooey', 'especially', 'toward', 'end', 'presidential', 'sounding', 'horn', 'section', 'plays', 'background', 'every', 'time', 'marshall', 'kicks', 'vodka', 'drinking', 'scuzball', 'groin', 'brow', 'beating', 'first', 'family', 'becomes', 'melodramatic', 'hoot', 'afo', 'nutshell', 'simple', 'minded', 'jingoism', 'masked', 'escapist', 'adventure']",Air Force None
576,2,{'Format:': ' VHS Tape'},"['mercy', 'one', 'films', 'really', 'bad', 'leaves', 'wondering', 'get', 'big', 'stars', 'film', 'richard', 'gere', 'plays', 'tough', 'new', 'york', 'cop', 'drinking', 'habit', 'ex', 'wife', 'bad', 'rep', 'happens', 'well', 'good', 'natured', 'partner', 'know', 'one', 'wife', 'kids', 'good', 'reputation', 'k', 'everything', 'lose', 'gets', 'murdered', 'gere', 'takes', 'tip', 'local', 'hood', 'hit', 'go', 'film', 'turns', 'rouge', 'cop', 'revenge', 'trail', 'story', 'bring', 'new', 'oreans', 'whole', 'fish', 'water', 'thing', 'kim', 'basinger', 'along', 'way', 'gere', 'encounter', 'lots', 'bad', 'guys', 'bullets', 'cops', 'like', 'swamps', 'crawfish', 'cajons', 'sp', 'hip', '80', 'soundtrack', 'film', 'first', 'pairing', 'richard', 'gere', 'kim', 'basinger', 'together', 'credit', 'better', 'second', 'film', 'final', 'analysis', 'however', 'really', 'much', 'going', 'plot', 'predictable', 'traffic', 'five', 'clock', 'neither', 'gere', 'basinger', 'good', 'richard', 'pearce', 'director', 'fault', 'fall', 'accents', 'say', 'though', 'something', 'richard', 'gere', 'even', 'weaker', 'films', 'like', 'one', 'still', 'fun', 'watch', 'said', 'basinger', 'always', 'delightful', 'eyes', 'even', 'hard', 'ears', 'film', 'momments', 'pretty', 'sparse', 'maybe', 'richard', 'kim', 'get', 'right', 'third', 'try', 'since', 'seem', 'like', 'type', 'film', 'together', 'looking', 'steamy', 'action', 'might', 'want', 'look', 'elsewhere']",Have Mercy
577,2,{'Format:': ' DVD'},"['seeing', 'title', 'expected', 'really', 'tough', 'action', 'movie', 'tapid', 'action', 'movie', 'either', 'actors', 'charming', 'enough', 'rule', 'running', 'time', 'soundtrack', 'old', 'noisy', 'chemistry', 'two', 'actors', 'almost', 'none', 'know', 'spent', 'almost', '10', 'plus', 'shipping', 'cost', 'dvd', 'feel', 'regret']",BAD TEPID ACTION MOVIE
578,2,{'Format:': ' DVD'},"['care', 'movie', 'parts', 'bassinger', 'gere', 'okay', 'however', 'care', 'story']",No Mercy
579,2,{'Format:': ' Blu-ray'},"['review', 'movie', 'five', 'plus', 'stars', 'blu', 'ray', 'twilight', 'time', 'dvd', 'received', 'blu', 'ray', 'unknown', 'reason', 'columbia', 'pictures', 'never', 'issued', 'blu', 'ray', 'twilight', 'time', 'normally', 'pleased', 'twilight', 'time', 'releases', 'hint', 'releases', 'far', 'far', 'cheaper', 'website', 'found', 'well', 'criterion', 'collection', 'releases', 'honestly', 'criterion', 'best', 'criterion', 'twilight', 'shout', 'factory', 'scream', 'factory', 'far', 'far', 'blu', 'ray', 'still', 'dvd', 'release', 'continue', 'absolutely', 'difference', 'blu', 'ray', 'columbia', 'dvd', 'video', 'audio', 'mean', 'none', 'fact', 'blu', 'ray', 'darker', 'tone', 'dvd', 'darker', 'tone', 'account', 'richer', 'deeper', 'picture', 'dark', 'dvd', 'much', 'brighter', 'picture', 'color', 'times', 'appears', 'sharper', 'perhaps', 'reason', 'columbia', 'never', 'issued', 'blu', 'ray', 'reason', 'negative', 'would', 'transfer', 'well', 'certainly', 'understand', 'clearly']",NO DIFFERENCE
580,2,{'Format:': ' DVD'},"['must', 'slow', 'year', 'movies', 'see', 'people', 'saw', 'one', 'music', 'part', 'good']",limp rider
581,2,{'Format:': ' Amazon Video'},"['average', 'way', 'sad']",Two Stars
582,2,{'Format:': ' Prime Video'},"['soon', 'realized', 'english', 'turned', '2', 'stars', 'click', 'rating', 'leave', 'mesage']",As soon as I realized it was not in English ...
583,2,{'Format:': ' Prime Video'},"['poor', 'story', 'acting', 'production', 'low', 'budget', 'showed', 'tried', 'hard', 'find', 'something', 'good', 'wasted', 'time', 'watching']",don't bother
584,2,{'Format:': ' Prime Video'},['watch'],Two Stars
585,2,{'Format:': ' DVD'},"['nudity', 'cheesy', 'killer', 'cheesy', 'sceens', 'major', 'disappointment']",Director's Cut!!? No nudity at all! Another big disappointment.
586,2,{'Format:': ' DVD'},"['watched', 'movie', 'last', 'night', 'thought', 'going', 'great', 'movie', 'movie', 'plot', 'confusing', 'maybe', 'need', 'watch', 'guess', 'lol', 'could', 'figure', 'water', 'pollen', 'make', 'act', 'crazy', 'killers', 'go', 'back', 'like', 'normal', 'stupid', 'nonsense', 'infected', 'damage', 'done', 'movie', 'totally', 'different', 'movie', 'start', 'going', 'different', 'directions', 'without', 'making', 'sense', 'recomended', 'unless', 'want', 'see', 'stupid', 'acting', 'cheesy', 'acting', 'disappointed', 'waist', 'time', 'rather', 'watch', 'cabin', 'fever', 'movie', 'best', 'least', 'make', 'sense', 'one']",Summer camp vrs Cabin fever !!!
